Title,Description,Link,Category,Publication Date,article_id
"Sensex hits new all-time high; Nifty breaches 23,000-mark for first time",Markets reacted to buoyant investors' sentiment days ahead of the results of the Lok Sabha polls announcement and fresh foreign fund inflows.,https://www.thehindu.com/business/markets/sensex-nifty-open-at-record-levels-on-may-24-2024/article68210248.ece,Business,"Fri, 24 May 2024 10:15:59 +0530",2707
‘It’s been one of the toughest rides of my career’: Sabyasachi Mukherjee,"Sabyasachi Mukherjee says breaking into the jewellery industry was a challenge but that it helps to be obstinate, following his high jewellery presentation in Delhi",https://www.thehindu.com/life-and-style/its-been-one-of-the-toughest-rides-of-my-career-sabyasachi-mukherjee/article67682747.ece,life-and-style,"Sat, 30 Dec 2023 11:12:52 +0530",2708
This flow arts academy in Chennai is bagging Guinness World Records by the dozen,"Students and trainers at K Gokulnath’s flow arts academy (GUTA) in Chennai are claiming Guinness World Records by the dozen, and they are not about to stop soon",https://www.thehindu.com/news/cities/chennai/this-flow-arts-academy-in-chennai-is-bagging-guinness-world-records-by-the-dozen/article33800981.ece,life-and-style,"Wed, 10 Feb 2021 15:50:48 +0530",2709
"FPIs take out ₹22,000 crore from equities in May amid poll jitters, Chinese markets’ outperformance","This came following a net outflow of over ₹8,700 crore in the entire April on concerns over a tweak in India's tax treaty with Mauritius and a sustained rise in U.S. bond yields",https://www.thehindu.com/business/markets/fpis-take-out-22000-crore-from-equities-in-may-amid-poll-jitters-chinese-markets-outperformance/article68217747.ece,Business,"Sun, 26 May 2024 12:28:30 +0530",2710
Kochi gets its first Aerial Yoga studio,"A combination of Pilates, dance and Yoga, Aerial Yoga finds many takers in Kochi",https://www.thehindu.com/life-and-style/fitness/kochi-gets-its-first-aerial-yoga-studio/article65292483.ece,life-and-style,"Thu, 07 Apr 2022 16:58:57 +0530",2711
The coming together of two styles,This dance choreography blends in Odissi and Yakshagana to narrate the timeless story of Savitri and Satyavan,https://www.thehindu.com/entertainment/dance/a-dance-choreography-that-blends-in-odissi-and-yakshagana-to-narrate-the-timeless-story-of-savitri-and-satyavan/article67751401.ece,Entertainment,"Thu, 18 Jan 2024 12:51:43 +0530",2712
Sleep and dine alongside wild animals at Jamala Wildlife Lodge in Canberra,"At Jamala Wildlife Lodge in Canberra, support animal conservation as you stay in Africa-inspired rooms and share a glass wall with tigers, cheetahs, and other four-legged beasts friends",https://www.thehindu.com/life-and-style/sleep-and-dine-alongside-wild-animals-at-jamala-wildlife-lodge-in-canberra/article67044357.ece,life-and-style,"Mon, 27 Nov 2023 16:15:15 +0530",2713
"Doha Diamond League: I feel I could have pushed more even in the last throw, says Neeraj Chopra",Today’s 2cm victory is a little revenge for the previous year: Jakub,https://www.thehindu.com/sport/athletics/doha-diamond-league-i-feel-i-could-have-pushed-more-even-in-the-last-throw-neeraj/article68165488.ece,Sport,"Sat, 11 May 2024 20:46:21 +0530",2714
"Markets decline in early trade weak global trends, unabated foreign fund outflows","Among the Sensex components, Axis Bank, IndusInd Bank, Nestle, Hindustan Unilever, Larsen & Toubro and Bajaj Finserv were the major laggards.",https://www.thehindu.com/business/markets/markets-decline-in-early-trade-weak-global-trends-unabated-foreign-fund-outflows/article68185364.ece,Business,"Fri, 17 May 2024 10:53:52 +0530",2718
"Purvanchal will deal final blow to the BJP, says Akhilesh in Chandauli",SP candidate Virendra Singh is locked in a tough contest with BJP nominee and Union Minister Mahendra Nath Pandey in eastern Uttar Pradesh’s Chandauli,https://www.thehindu.com/elections/lok-sabha/purvanchal-will-deal-final-blow-to-the-bjp-says-akhilesh-in-chandauli/article68222250.ece,India,"Tue, 28 May 2024 01:53:00 +0530",2719
Sirens sound in Tel Aviv for the first time in months as Hamas says it fired rockets from Gaza,The militants have continued to fire projectiles at communities around Gaza more than seven months into the war but have not fired longer-range rockets in months.,https://www.thehindu.com/news/international/sirens-sound-in-tel-aviv-for-the-first-time-in-months-as-hamas-says-it-fired-rockets-from-gaza/article68218132.ece,World,"Sun, 26 May 2024 17:12:12 +0530",2720
Rupee falls seven paise to settle at 83.35 against U.S. dollar,"At the interbank foreign exchange market, the local unit opened strong at 83.30 and moved in the range of 83.30-83.36 during the session.",https://www.thehindu.com/business/markets/rupee-falls-seven-paise-to-settle-at-8335-against-us-dollar/article68109929.ece,Business,"Fri, 26 Apr 2024 16:29:52 +0530",2721
CSDS-Lokniti 2024 pre-poll survey | Issues that are likely to dominate the Lok Sabha election,"Unemployment, price rise, and development are the top three issues; neither corruption nor Ram Mandir mentioned by voters as their most important concerns",https://www.thehindu.com/elections/lok-sabha/csds-lokniti-2024-pre-poll-survey-issues-that-are-likely-to-dominate-the-lok-sabha-election/article68051931.ece,Business,"Thu, 11 Apr 2024 05:50:00 +0530",2722
Where does the money come from and where is it allocated?,We look at the avenues from where money flows in and where it is allocated in the interim budget presented by FinMin Nirmala Sitharaman this year,https://www.thehindu.com/business/budget/interim-budget-2024-where-does-the-money-come-from-and-where-is-it-allocated/article67799997.ece,Business,"Thu, 01 Feb 2024 15:32:12 +0530",2723
"It still hurts, haven't been able to get over it: Savita Punia on lost Olympic dream","Punia, who left for the national camp within days of getting married last year to prepare for Olympics, said her husband has also been her rock ever since the qualifiers debacle",https://www.thehindu.com/sport/hockey/it-still-hurts-havent-been-able-to-get-over-it-savita-punia-on-lost-olympic-dream/article67981999.ece,Sport,"Sat, 23 Mar 2024 03:04:00 +0530",2725
"In Visakhapatnam, GVMC’s theme-based RRR centres highlight a new code of pro-planet behaviour","GVMC’s theme-based RRR centres in Visakhapatnam aim to instil the habits of source segregation, waste-to-resource conversion and highlight a new code of pro-planet behaviour",https://www.thehindu.com/sci-tech/energy-and-environment/in-visakhapatnam-gvmcs-theme-based-rrr-centres-highlight-a-new-code-of-pro-planet-behaviour/article67179246.ece,life-and-style,"Fri, 11 Aug 2023 08:19:05 +0530",2726
Success of India grounded in pursuit of reforms over last years: IMF MD,Ms. Georgieva said that one very significant advantages of India is the bold actions on the digital front with the digital public infrastructure,https://www.thehindu.com/business/Economy/success-of-india-grounded-in-pursuit-of-reforms-over-last-years-imf-md/article67803390.ece,Business,"Fri, 02 Feb 2024 10:18:00 +0530",2727
"Qatar Airways flight suffers turbulence, at least 12 injured","Six passengers and six crew members suffered injuries in the latest incident, when Qatar Airways flight QR017 endured turbulence over Turkey, Dublin airport said",https://www.thehindu.com/news/international/qatar-airways-flight-suffers-turbulence-many-injured/article68218771.ece,World,"Sun, 26 May 2024 20:03:58 +0530",2728
Bharti Airtel posts Q4 revenue miss on currency devaluation in Africa,"Bharti Airtel said consolidated revenue from operations rose 4.4% to ₹375.99 billion for the three months to March 31, missing analysts’ average estimates of ₹388.49 billion, as per LSEG data",https://www.thehindu.com/business/Industry/bharti-airtel-posts-q4-revenue-miss-on-currency-devaluation-in-africa/article68176152.ece,Business,"Tue, 14 May 2024 22:45:33 +0530",2729
Diamond League | Neeraj uncorks a 88.36m throw in his last attempt to finish second,"Chopra fell just 2cm short of Jakub Vadlejch’s effort, whose 88.38m in the opening round proved enough for the Czech to take first place",https://www.thehindu.com/sport/athletics/diamond-league-neeraj-uncorks-a-8836m-throw-in-his-last-attempt-to-finish-second/article68164007.ece,Sport,"Sat, 11 May 2024 11:08:22 +0530",2730
"Markets decline in early trade on heavy foreign fund outflows; selling in Reliance, TCS","Declining for the third day running, the 30-share BSE Sensex dropped 209.6 points to 73,256.79. The NSE Nifty dipped 77.7 points to 22,224.80.",https://www.thehindu.com/business/markets/markets-decline-in-early-trade-on-heavy-foreign-fund-outflows-selling-in-reliance-tcs/article68156213.ece,Business,"Thu, 09 May 2024 10:30:22 +0530",2731
"Citroen to launch mid-size SUV C3 Aircross by October; will rival Creta, Seltos, Taigun",Production of C3 Aircross SUV has commenced at the Tiruvallur plant. Bookings will begin by September and deliveries by October. The price will be announced closer to that date.,https://www.thehindu.com/life-and-style/motoring/citroen-to-roll-out-mid-size-c3-aircross-suv-by-october/article67161745.ece,life-and-style,"Sat, 05 Aug 2023 21:40:09 +0530",2732
"With eye on Assembly polls, Ajit Pawar’s NCP makes noises about getting larger share of seats within Mahayuti",Party leader Chhagan Bhujbal says NCP should get a larger share of seats in the Assembly election than it had received in LS polls; Deputy CM Devendra Fadnavis replies that BJP’s Mahayuti allies would be accorded due respect in seat-sharing process,https://www.thehindu.com/news/national/with-eye-on-assembly-polls-ajit-pawars-ncp-makes-noises-about-getting-larger-share-of-seats-within-mahayuti/article68222469.ece,India,"Tue, 28 May 2024 02:09:00 +0530",2733
"Leela Palace Chennai’s new Jamavar menu serves royal, and reel-friendly meals",Fancy trying a multigrain dosa taco? It comes with a side of royal treatment at The Leela Palace’s Jamavar,https://www.thehindu.com/life-and-style/food/leela-palace-chennais-new-jamavar-menu-serves-royal-and-reel-friendly-meals/article66138932.ece,life-and-style,"Thu, 17 Nov 2022 12:06:41 +0530",2734
Telangana Budget 2024 updates | Congress government’s first budget is vote-on-account,"Finance Minister Bhatti Vikramarka Mallu says Budget focuses on people’s overall development, progress and their happiness.",https://www.thehindu.com/news/national/telangana/telangana-budget-2024-live-updates/article67831915.ece,Business,"Sat, 10 Feb 2024 12:59:05 +0530",2735
Hockey Nationals | Haryana to clash with Punjab in the final,Haryana puts it across TN via shoot-out in the semifinal; Punjab eases past Karnataka,https://www.thehindu.com/sport/hockey/hockey-nationals-haryana-vs-punjab-final/article67579966.ece,Sport,"Mon, 27 Nov 2023 19:53:04 +0530",2736
Ignoring an agricultural sector in distress,"The revival of agricultural growth from its long-term slump requires imaginative policy shifts and decisive fiscal measures, but the Budget provides no indications of such a plan or intent",https://www.thehindu.com/opinion/op-ed/ignoring-an-agricultural-sector-in-distress/article67801980.ece,Business,"Fri, 02 Feb 2024 00:44:07 +0530",2737
"Centre allows export of 2,000 tonnes of onions","Gujarat is the predominant producer and exporter of white onions in the country, with Bhavnagar and Amreli — which go to the polls on May 7 — accounting for a large part of the produce; shipments must go through three specified ports in Gujarat and Mumbai",https://www.thehindu.com/business/Economy/pre-poll-sop-2000-tonnes-of-white-onion-exports-allowed/article68107194.ece,Business,"Thu, 25 Apr 2024 22:32:13 +0530",2739
Satwik-Chirag regain world number one ranking after Thailand Open triumph,"Sindhu dropped one place to No. 15 in the women's singles rankings, while H.S. Prannoy retained his No 9 ranking and was the only Indian inside top-10 of the men's singles.",https://www.thehindu.com/sport/other-sports/satwik-chirag-regain-world-number-one-ranking-after-thailand-open-triumph/article68200898.ece,Sport,"Tue, 21 May 2024 20:46:58 +0530",2741
MOTORSPORTS | New karting track at Sriperumbudur to be opened later this year,Winners of the MRF MMSC FMSCI National motorcycle and car racing championships honoured at awards function,https://www.thehindu.com/sport/motorsport/motorsports-new-karting-track-at-sriperumbudur-to-be-opened-later-this-year/article67759149.ece,Sport,"Sat, 20 Jan 2024 17:55:42 +0530",2742
